text,target
Back from my Interview with BWS i will hear back from thin in the coming week but its lookin good ,1
oh well  business time!,1
"the nice sun is shining a little bit, but it's still cold outside ",1
lol    doesn't get it .. now i really should .. but i'll wait til the time is right ,1
 I can't but hello anyway  LOL,1
is had great day today thanks to my awesome friends!!!!! ,1
 that is not really going to work for the average user ,1
ice cold sweet tea in a jar ,1
 you'll be fiiine! ,1
I love my mystery song ,1
"Since the Lakers won, I'll be able to sleep peacefully tonight...sweet dreams, y'all ",1
" yup, my macbook supports my external 22in fine.  The MBP is supposed to work with the Apple Cinema 30in.",1
 http://twitpic.com/7fdyd - AWW! she is the cutest!  u both look beautiful!,1
GoGoGo... move up by 2  105. ardhindie.com,1
 Good Morning little Dutchess.  I'll be your first customer when the Dutchess cuddling workshop opens. ;-),1
" :arms: times CALEB! I love your reviews, seriously, they make me smile so much! ty ty ty ty ty ty ty ty ty! ",1
my weekend was awesome  band rehearsal was great and very loud ;),1
last day of school !!! ,1
LAKERS WON!!! OT went exactly how it should have ,1
" is anchoring the morning show with Tim all week, how fun  haha",1
backstreet boys new album sound cool even one of their song called hallogram is swesome ,1
"and of course  more rain, more ... !",1
My brother is listening to Achy Breaky Heart ,1
weeeeeee 3900 updates ! 4000 tweets A.S.A.P ,1
 well I'm not surprised ,1
" haha find a way! And it was good, we won! Thanks for asking ",1
"TR  Pass it on!  if u ever plan to use Amazon.com, just use http://PA.CafeDetre.com to help out charity; a must-bookmark!",1
"Why am I craving Skittles?? I don't even like that candy! Oh well, I will just sleep and it will go away ",1
Franklin won  I have an early day tomorrow. Night tweets &lt;3,1
Counting down to the 28th Feb to secure vanity URL's for those brands that are not quite that popular - yet! ,1
"They are adorable. I'm so glad the trio won, because Constantine Maouralis? WTF. Ok, shhhh, Jersey Boys. ",1
Two tickets to Blink and an iPod for my brothers birthday killed my bank account. But so worth it! ,1
I've got to get going.. I hope everyone has a sunshiny &amp; happy day today! ,1
 one of the clients' I work for. It's aptly called &quot;red room&quot; ,1
"MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMWAH, BABY! Believe it. It's true! ",1
"Also, I want  's bubbies. They're phenomenal for such a little woman! She's 4'11 and going to heaven, for sure. ",1
need sleep.... good night must buy a laker champion shirt. ,1
 Seara ,1
 when &quot;Smash into you&quot; comes on...im gonna be going crazy! im blasting it now   ,1
chatting ,1
 &quot;spoken word&quot; is the term I was trying to think of about Henry Rollins. ,1
 yeah pj days are where it's at ,1
"Okay perhaps &quot;awful&quot; was too strong a word. The &quot;mismatched&quot; relationship, in that I worked &amp; you didn't  TAKE THE SHAME",1
 godiss in between all that. I'm a superwoman. I cannot be stopped. I make no excuses  people don't understand that.,1
Smiles that reach till your eyes are the only smiles you should have ,1
" That's great! Were you aware of CILIP prior to the comp? We are a very friendly and active group in the W. Midls, keep in touch ",1
Alpha release of MUMmer today!! ye ye! ,1
is excited to get her new phone!! ,1
"When I walked in my house tonight, my Blink tickets were waiting for me! Perfect ending to a fun night ",1
"decided to post in english to make more friends. like it? still enjoying life without a car, because itÃÂ´s dead. no car means walking ",1
good morning ,1
is praising and thanking God for her result  it's not that good but better than no marks,1
 Great to see you too!  Glad you came out ,1
 It would have to be a word he uses all the time. That WWDC moment last year was when I saw the true power of twitter. ,1
" So sorry, but good on you for trying!!! ",1
 Fruit baskets do fix everything ,1
 I believe in putting your dreams out there in the universe! I hope it happens for you!!!  ,1
" jus wen i qet &quot;walkin on the moon&quot; out, i see tha vid. on mtvu  smh",1
 Ok...I didn't check though! ,1
gwenyth parltrow is so pretty! and she drinks beer haha that's awesome  p.s I'm almost 100% sure I spelt her name wrong! sorrrrryy haha,1
 Think this could be a good idea next time we have &quot;group therapy&quot; at Contrast... ,1
Jamie dougen  bassline sooo good ,1
Is headed to bed...dreams of Tony in her head...Tony AWARDS that is ,1
 thanx! ,1
I took my daughter to Lake Jackson for some first time wet exits and just hanging upside down in the kayak ,1
 it was OK - any excuse to be outside with live music and beer is always a good time. It was right downtown - by Maguires. ,1
Chinese translation of pym started  http://kushal.fedorapeople.org/zh-CN/,1
" Nice seeing you in Cambridge! Are you coming to the Reading gig, very excited they'll be in my hometown! ",1
Getting ready to go on Radio Tees with Lisa McCormick!!!  x,1
going to try to squeeze in 20ish minutes of snooze before I go shower and get ready.. ,1
"  Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes",0
Orlando is winning?! LA might start getting nervous this quarter! go underdogs!  i saw  (so hungry and that fish smell SO good),1
  Pretty! ,1
Good morning everyone. I have to go to school soon. ,1
" haha  i love little kitties, never had my own though, just a dog :]",1
Watched &quot;Mediat watch&quot; and loved it as much as always. ,1
hopefully gonna have the iPhone update tomorrow. YAY YAY YAY!  ,1
 Don't think they make that beer anymore phoenix.... ,1
 I dooo! ,1
FINALLY. IM HOME IN TWITTERLAND! weeeeeeeeeeeeeeeee. ,1
 thought you might ,1
Gooooood morning!! Beautiful Monday up up here we goooo! I'm warming up on my engine! ,1
 : I want ur coffee! Bring it herrreeee! ,1
done with the posters. ,1
 I'd almost bet that you're following or being followed by the guy that won it too...  next time!,1
Why do i love being nude! Art. At least ivy digs me nude  ok goodnight for good i promise!,1
it's not even funny how much i love the songs of nothing personal. i want it now plz ,1
Mm getting ready ,1
 burned *everything*???  Dare I ask? ,1
Yupp  im sorry i dont ever do anything for  you... [.:danielle:.],1
thank god someone did this finally....and it looks good as well  re: http://ff.im/3HUHU,1
 yes it can play games if I install windows ,1
 hey you ,1
"http://tinyurl.com/lgqqbo - in my rude livehouse, come n visit ",1
adding myself to twitter ,1
 love the moyles!. ,1
"just finished watching 'ghost blah2 girlfriend'. It's funny  jaah, back to BROKE time ",1
  Goodnight guys i nedd to stop betting on sporting events even though im generally right ,1
" &amp; if that wasn't enough, your staff have been so rude &amp; ignored passengers,don't think that should be accepted whatever reason",0
Yey! My 100th update  *cheers!!!,1
"river is happy that he is in love with the most incredible and beautiful babe on the planet, n his life is forever 100% dedicated to her ",1
 here's hoping that might happen later this season. ,1
Twitterrrr! Hello ,1
  Oh. Okay! Thx for explaining. Was confuzzled...brb going to myspace to check out your page.  ,1
Waiting for the 7pcs of 12 cm heels to be ready!!.. ,1
off to bed... see yah' ,1
at Howl At The Moon ending my birthday weekend &amp; Lakers win! With the girlies &amp; buddies ,1
Lying in the lawn sunbathing. No more lessons  jonas is on the horizon ,1
going to bed should be fun with this sunburn ,1
boredom is begining to take over! the weathers nice again tho ,1
 POOR EXPERIENCE 2day at ord chkin. 8 emp. w/3 cust. 10 waiting. Asked to speak w/supervisor. Told 20 min. In a mtg!! What?!?!,0
 sounds good to me ,1
"Single. Finallyyy hahaha   time to party, love! Good thing you ditched that boy toy of yours ;) hahaha kidding !",1
i had no money today so for dessert i'm eating chocolates graciously gifted by  fans! thanks  and ai sim ,1
well done to Andy Murray for being first British player to win Queens since 1938! ,1
 I prefer the male should pay out of being a gentlemen. ,1
Morning all fellow facebookers and twitters!. Glorious morning for another busy day. I'm off down to visit the new build again today ,1
" class, need to get to yours n doodle the rest of that tree so can grab it then  hollar at me on da mob when your free",1
 Sounds good  How much does it cost for a good 'PUSH' server?,1
ahhh first day of freedom... what to do? what to do?   ,1
http://twitpic.com/7gb7r - birthday crew ,1
 mmhmm subway is delicious ,1
" Time for Top Gear in Ten! followed by Good News week at 8:30, then art/religion essay editing ",1
" You really shd strike while the sunburn's hot, but glad to hear it's improving ",1
"LOVING canada, SAS friends &amp; summmerrr  &lt;33",1
"STAR WARS MOVIE MARATHON, HERE I COME!  ((please note, it is 9:30 on sunday evening, this is totally going to end well))",1
 thats funny sorry ,1
Hahahaha! Sometimes I am so blonde! Found my debit card and id. Yay! ,1
hopes to get some housework done today ,1
*self center moment* STRAIGHTENED MY HAIR! YAY!  its awesome. I love it! *self center moment over*,1
 My boyfriend was supposed to be home Saturday but his flight from DC was Cancelled Flightled yet again. Please get him home!,0
", enep. acredita em mim.  ",1
 remember when  had no idea how to use twitter but now she's a bigger tweeter than us?? ,1
 I miss you man  welcome on twitter.,1
 i hope you get the shoes. ,1
loving new JB songs  but missing persons unit is sad ,1
 Love you too!!! Wednesday ..my bro in town ,1
"Am I looking better? Have you forgot whatever it wasn't that you couldn't stand about me? Yes, I do feel better ",1
"http://www.hotcelebritystars.com/pictures/tomfelton01.jpg if i married him, we could celebrate our birthdays on the same day ",1
This is a status update to twitter from ICE  Timestamp: Mon Jun 15 12:19:52 CEST 2009,1
" Seoul? It's Republic of Korea. (South Korea, not North Korea)  Of course, I hate Kim Jong-il. ",1
" I am, called Paris office this morning again, still waiting. It is in Miami but apparently tag was ""taken off""",0
Oh No Ono is rocking my world ,1
"On our way to school! Then doing the touristy thing this afternoon. Duomo, maybe uffizi. ",1
My favorite time of night ,1
 I'm glad you love Germany  how is kitson in LA?,1
 Seeing you tonight ,1
 hey! Tried calling customer service and was told there's a 2 hour wait. This has been for the past 4 hours. Thanks! You suck!,0
Roses Wedding Favor Tag. Thanks Debbie for the purchase  - http://bit.ly/18R34Y,1
Feel like all my independence and freedom is going away! away! moved back in with in-laws ,1
 Good luck Luke!!!! ,1
Shut the fuck up you dragon ass chink ,1
You have to excuse me. I didn't even know who Ã§ÂÂÃ¨?Â²was. Learning fast tho. &gt;  Ha ha! I don't think it's for me to say ,1
"is not at school today cos felt so ill this morning.  had a long heart to heart with my mum  were lots of tears, but now things are sorted",1
 great. China is wonderful fun.  When are you going?,1
 I did. Check your email. ,1
early tomorrow for school.. i really need to rest now.  peace y'all.. ,1
 I love that dress! I wish it came in big diva size. ,1
"cool CDs in the mail today: Dave Alvin &amp; The Guilty Women, Todd Snider, Eileen Jewell ... Drew ... I forgot his last name  Nelson, maybe?",1
 ,1
going fishing today! ,1
" i was born on March 4th, 1995.  ",1
Looking for something to eat. My stomach is singing  http://myloc.me/3U7t,1
" Great! BTW I finally found out that Chuck will be running in Mexico, I will start seeing it ",1
Photo: Ã¢ÂÂ¦ well alrighty then . go head  http://tumblr.com/xsh1z9xtc,1
 starting my day off with Rand McNally makes my day  Thanks for sharing your creativity with the world ,1
I fell asleep cuddling a pillow pretending it was you ,1
on ebay.. as usual!!! ,1
So lovely much... &lt;3 Love you Alex  !,1
 are u not in your mood?maybe it's bcause all-black-and-white pictures &amp; background.u just need some color and u'll be happy ,1
 called. . ,1
 omg I'm soooo excited! Do I hear a music video in the works? ,1
 your loss  xo,1
"And its done!  Now I just have to edit it, and upload it for your reading pleasure. lol ",1
Estoy cansada...Me voy a dormir...Bueno Chau  Son las 3:00 am- I'm tired ... I'm going to sleep ... Good Bye Are 3:00 am.,1
"Good morning  breakfast, then going to work ",1
" LMFAO, you already got fakers, that's an accomplishment right there! you official a celeb. ",1
 there is two hour wait,0
All this slutty chick pics making  me thorny  http://twitpic.com/7g6qj,1
 Good idea! I've just eaten two croque monsieur+salad and am feeling suitable sleepy... Happy nap time! ,1
http://twitpic.com/7ggb2 - Comment Please!! ,1
 thanks for blasting manila in your last concert here in the philippines you guys rocks! thank god i was there  i love you ,1
 when i saw this post i already knew who u were talking about  by the way r u goin to pride???,1
 flight delayed 3 times today due to flight officer. 4333 from pit to ord. 5 hour delay to date. ?,0
P.s my default it the miley cyrus look haha  i love her. So i tried and i cant ,1
 there's always a first time ,1
 thats awesome! I'm good as well ,1
is kicking Lee's arse on MSN games ,1
 thnkx bt dont help now we will need to go WAY out of OUR way to get where we NEED to be for the $ u charge this sux ,0
" he he, sambata am vazut pe sun highway o masina B 98 RFI... anyone you know? ",1
" I can promise you awesome waffles, you game?  We could still set up your place... ;)",1
And so does this   http://twitpic.com/6vpt4,1
 &quot;I Won't Dance&quot; by Frank Sinatra  http://bit.ly/5gZo2,1
"Listening to Strings for the deaf, a string quartet tribute to Queens of the Stoneage ",1
morning folks! Getting ready to school ,1
 booo. mine were ÃÂ£8 from a little beach shop ,1
" thanks for the call on my Cancelled Flightled flight, NOT!  Flight Booking Problems me for Tues no good weather caused me 2 leave early",0
 Album coming soon. So far I took pics of buses and a rabbit at my backyard. Next is the train on street level ,1
going out for dinner at KimGary ,1
Now following  with thanks to  - some great life tweets in there! ,1
Had an awsome weekend parting with chrystal 3 days strait! bestest fun ever ,1
Awesome set  should of had hatebreed on second stage and you on main  did you meet Wayne static btw?,1
HAY OMG GO TO ADDICTINGGAMES.COM AND PLAY SARAS SUPER SPA ITS FREAKING ADDICTING ive been playing it for 8 hours ,1
 just one slice?? wow. good girl ,1
 spss mit reis? ,1
" If I could teach the foot to go and make me a cup of tea, I'd be happy - and thanks, me too ",1
 I remember having you there before so I just wanted to provide proper warning ,1
"cousins over, about to walk to plaza ",1
 Make it real!!! No 3D effect! Go justin go!!!  Err... can I come to the shooting? That particular scene would be fun to shoot ,1
Twitterific is back  Busy busy busy helping Marcus again!,1
  I think your brilliant babe; i dont kno how u manage your hectic lifestyle and be a gr8 mum  your a real inspiration x,1
so angry that the amity affliction are touring everywhere but perth!! even adelaide wtfff? may have to book a flight ,1
" It looks impressive, lots of nice fresh air too! ",1
"Off to our Talent Academy to spent the day with the team talking about relationships, priorities and the future! Taking time to reflect. ",1
" hahaha, i know right? ",1
 thankies ,1
 http://twitpic.com/6vmnb therapist ,1
Today the air is really gay    [Insidejoke],1
 Ssuupp brah! Thank you for following. Cheers! ,1
it's my birthday ,1
 Coogee beach? Do you ever actually work? ,1
 _ let me know when your at work ,1
 Flight 236 was great. Fantastic cabin crew. A+ landing.   http://t.co/dRW08djHAI,1
ea sports active ausprobieren ,1
IRL: I'm going to shopping! ,1
 omg! seacrest must be shitting his pants ,1
thank goodness I'm off tues/wed/fri  5days of class and 9 days till Miami...,1
Photo: lookbookdotnu: Oh. My gosh.  Pretty people make me jealous. Damn themmm. http://tumblr.com/xvk1zapr3,1
I think everyone should go make someone feel special. ,1
"God, I just love romcoms! Even though they'll never happen in real life, they are still nice to watch ",1
 &quot;wanna go to HP earlier? hehehe.&quot; can somebody please decode? ,1
 Cinnamon Toast Crunch is required. Have some of that and all will be well. ,1
 Hey!!! How r ya? ,1
 hahaha. U have two weeksto research on stuff and practice it on that day. So u are good!  ,1
feels really sad and empty *im not emomo* idk why sana tomorrow na for me to laugh na  and smile http://plurk.com/p/112a6b,1
"  Hey Jen!  Delighted to see you!  Life has been a tad complicated here, (I so prefer boring)... but we're forging ahead.  ",1
I am learning and accepting my purpose as I go along. It's quite an interesting time and I'm so happy to be aware enough to recognise it! ,1
 Good Afternoon ,1
" No worries, Heather!  Take all the time you need. ",1
Someone is very persistent insisting I have a weak DM. Cute! ,1
Today is all about cleaning and groceries. Domestic stuff is calming  The studio is almost finished: YEEHAW! XXX Annie,1
 yuppp  im jz dat fly...what happend to '?',1
 ,1
Spent some daddy-daughter time drooling over iPhones ,1
 let's start making a food list for sg ,1
 Then u'll nv learn anything.. ,1
I think that Nako is the coolest!!! ,1
 It's okay - all the cartwheels and handstands yesterday sort of make up for it.  ,1
"mrs  has the TV on  &lt;just&gt; loud enough to prevent concentration, probably time to call it  a night anyway ",1
O i wish i was a punk rocker with flowers in my hair...in 77 and 69 revolution was in the air (8) ,1
Get an awesome twitter background  http://bit.ly/bgtweet http://bit.ly/custombg,1
 yeah dancers united ! ,1
" http://twitpic.com/6fqtw - man,..wen u do it..it makes even more better..2 cute ",1
 it was my friend. She shouldn't have been scheduled so close together at LAX then not reimbursed. It's costing her 12 hrs &amp;$250,0
 Thank you  hope you had a good start for this week as well!!,1
 thank you for NOT Cancelled Flighting all flights and putting my husbands life in danger driving in this weather. ,1
 i'll be on air tonight ,1
 You're welcome ,1
 i feel blessed each and every show i go to ,1
"retrying Twtitter, I have cut back on my &quot;followed&quot; list, nothing personal but if your nick did not ring a bell we had no conversation. ",1
 I will . Looking forward to it! ,1
"Ok .. I'm off , i'm sooooo tired ! I'll tweet tomorrow, of course  love ya all. Xx  Night.",1
"watching Fatafeat, it's bery interesting and amusing ",1
Hey Fam!! ,1
OMGGG  and  just sang one last cry!!! it was beautiful! haha n i requested it!!  im sooo happy that made my day!,1
*shivers* brrrr.... not used to the cold. Thankful for nom nom nom coffee!  *smiles* --&gt; everyone please follow  -kthxbye ,1
Now i can use my phone to update ,1
"Yo hips, yo thighs...you've got me hypnotized. ",1
 thanks for following nisrinaa ,1
Home next weekend! Can't wait. ,1
" I'm tellin ya, watch UP: www.strikegently.com   NIGHTY NIGHT NY ",1
mastering Drupal. It's very nice! ,1
"Alright. Good night, Twitter. It has been a ball. ",1
 several hrs Late Flight and 140 characters won't do it. Cheers though,0
Hooray twitteriffic is working again. GM everyone ,1
" in their defense, it's a scheduled outage  just wasn't on my schedule!",1
 oh ok. Charles.ÃÂ And how is he gonna answer my question? ,1
 thanks my dear!! N happy birthday to uuuuuu by the way  see ya friday,1
 Thank You! CC: ,1
looking forward to some yummy JC le roux tomorrow ,1
bought new trilby  ,1
 Right on! Excited? ,1
 I know me tooo! Glad they won ,1
"Prince William is looking to move to Malibu, California. Ummm! Must be the Crystal Cove Restaurant he likes?? ",1
 lolz when u eat it think of me  pause,1
Just hanging with uncle dick! ,1
6 more tweetings and I'll make 300 updates!  I don't know why I am so excited about ittttt hahaha,1
 wasn't able to get on hold. Your system kept kicking me to the main menu.,0
"Oh, it's tomorrow already. Now i know what it's like to be  without being outnumbered by sheep ten to one ",1
 I know old timer told her we would look after her catch u later iam off for now ,1
 the bags arent even loaded on the plane??? ,0
" Glad you're ok, I'm fine thanks  x",1
 Bet it's cheaper then trying to live in your own bubble. Bet you get free laundry too. ,1
  Nice canteen!!  It's because we are awesome! ,1
"I love politics, I just can't stand politicians ",1
Today was a good day.  night ya'll,1
going home soon. can't wait for saturday ,1
underestimated LA to win in 6 when all they needed was 5! magic shooters were at la-la-land today... ,1
Installing so many add ons for Firefox. ,1
" I was looking at those, I like them alot... I will definately get some come pay day =] and lots of others ",1
" Beki, I totally found you, and friended you ",1
" Mom's  Now that you say it, oo nga! We should bug Migs for a meet-up ",1
is singing again  things must be looking up!,1
"WWWwahhh, i just heard that the new I-Phone comes out tomorrow; i want an I-Phone! Too rich for me   Ginny my birthday is soon!  ",1
After thinking and searching I have finally decided on using twitterfon as no other twitter applications want to work ,1
Going to play football in a bit in the sunshine ,1
PaRty pArTy PaRtY....= ) XoX.... thanks 4 the fUn and ArGuementative wEekend.... xOx.... love ya hunny.... c u next weekend.... ,1
from my heart to yours honey ,1
Good morning everyone hope you had a great weekend. ,1
One more week to ANFIELD ,1
 is there any other way to eat a Hostess!!! ,1
3bed 3bath two-level loft.  I need one girl...any takers??  Ill make yoy breakfast on the weekends and no one will clean but me ,1
" Jay def. brings an energy when he steps in, but that's to be expected. He's 19  Amazing he's only been playing 6 years or so.",1
just awake ...  it was hart to get out of bed but i did it  xoxoxo,1
"cheers  work decent, money sitch not so goodly, but keeping head above water.., i.e. maintaining. managing. but soon... RAGE!!!",1
on the phone with sarah RIGHT NOW :O ,1
 Thank you! Feels good. ,1
so baby keep my heart beat bbeat beat beating &lt;3 ,1
Thunder and Lightning. Awesome ,1
 thanks  you too,1
 I'm Fine Thanks bro ,1
finally in fargo! kinda cool place. ,1
Boo Lakers! Good thing I left on a mini trip up the street! LoL!  I love taking pictures..Here are a few!,1
i am happy  http://tinyurl.com/pyvmol,1
is laying in bed thinking she should go to bed....but why? its summer! ,1
 OMG i'm with you on LA ftw!!! ,1
Good morning everyone! ,1
I did it... just bought JoBro's new album ,1
"is going to be at Saguijo, Makati tomorrow!  Catch us play!",1
Another scary movie with the girls  CWH(:,1
"Blah... My coffee has made me bloated! I feel fricking huge!!! Day 3 of ABC, lost 0.2 kg since yesturday! ",1
"Nighttt fellow tweeters, ",1
" boring with the last pic. Don't worry bout elti . You're good enough at english , ",1
 ahaha! i wish  wasn't underground right nw or I would enjoy telling her about the message i got on fb this morning .... SIGH,1
busy day today. Leaving tomorrow! California here i come ,1
I am shaping and structuring my thoughts.I have to make plans for the coming winter ,1
"Just came back from a smooth 25 km bike tour. Now I want coffee, a lot of coffee. ",1
when my bottle bop shake me ,1
 It's fine as long as I don't tell my musical-lovin' other half. These award shows THRILL him ,1
" Absolutely, and im a big lover of fresh air ",1
g'day guys!. its a cyber stab in the back   .got a few old twitter friends very obviously blanking me.,1
 Yep!! Patrick Salmon is playing! You know him right!? ,1
 HEY if you have issues then I HAVE issues and I don't think I do I like having my huge guard WAY up tyvm ,1
" yea, its a pretty good song.i kno all the words now!when im at hot topic, i will hav to buy a slipknot shirt. glad u likd it. ",1
" yehhh thats fine, whatevs ",1
 sucks doesn't it?  At least i have an easy day at work to start the week off. Im just rolling with the motions till Cali,1
 wtf no it doesn'ttt record it and play it back ,1
" You should be more timely with bags that missed a flight, people need their undies the next morning!",0
Goin to go to sleep man I hate mondays ugh can't wait till my b-day  july 3 ,1
"Achie has a reunion on Wednesday, I hope my mom would allow me to come.. ",1
"Taking the day off, mostly... doing some laundry and playing lots on the computer ",1
 http://twitpic.com/7ghyp - Neil's Shadow ,1
"Hi-Ho, Hi-Ho it's off to school I go.  I love the 1st day, and the big bucks, Hi-ho, hi-ho, hi-ho  ",1
doing a drawing for chloe's bday in 5 days ,1
I have landed ,1
just signed up! trying to get the hang of things around here ,1
Ryan comes back this afternoon ,1
" sister whos 16 and bro 11. Wbu? Yesss except I'll be poor! Green Day, JBros and New Zealand hopefully  lol you?",1
 feel better and rest up ,1
 yeah true ,1
hi! Just back from the Himalaya trek ,1
oh wow! I lost 1kg in 3 days ,1
I'm starting to like korean.  but its really hard to learn.,1
 aww thats good ya feel betta  i'm fine soo tired tho.. gonna head to bed soon ,1
 U so funnee today...... ,1
" ahaa, you too love.  xx",1
 yay!  ,1
"soooo quiet in here...I can only hear birds chirping and singing  that's a nice sound, so chilling!!!!",1
 yeah maybe ,1
twitterrific 2.0.2 has resolved my API error. Whoop. Normal service can now resume! Thank you ,1
 you have let me down. Seriously. ,0
"&quot;The Lambert&quot;, &quot;The Lamb of Goth&quot;... LOL your nicknames r works of art themselves! Biting off all my nails waiting 4 the video! ",1
 http://twitpic.com/75res - wow that looks yummy NOT!!!!!!!!!!!! ,1
I had an amazing night tonight like really. ,1
This is what i want to see every Monday morning!   http://twitpic.com/7gexm,1
"http://twitpic.com/7giow - another kiss? nice, rory ",1
is actually somewhat sorta kinda sleepy before 5am ,1
thank God I passed!!! graduation on the 20th! ,1
" Keep watching Dollhouse, it gets much better! ",1
 Genius concept and useful...I like it ,1
 lets make up our own! ,1
Gettin sleepy. I finished my book now I'm going to start Rant by Chuck Palahniuk.  Hope its good ,1
"Oh my geez..for once, I can't find much of anything to distract me. D: Ooo..wait, there's paper ",1
 i love it when you do that ,1
had a fun filled night ,1
 here from you??? We'll be able to see you!! Duhh!!! Haha  you glow in the dark gub gub!,1
 Get up and sing a song at the top of your voice....it will surely work! ,1
 ...and may our words  colour the world around us beautifully ,1
"Thank you, God... Thank you, friends... Thank you all... Feeling much much better now ",1
" Nah, next year I hope MY team, the Nuggets, makes it all the way! ",1
 we appreciate the unscheduled coverage. keep it up and give the crew a raise ,1
 back at the end of this month! ,1
 it's 13:52 on the 15th June 2009.  So you can adjust your bodyclock.  Welcome come.  ,1
is going to picnic tomorrow! ,1
 oh yahh that is pointless..hahaaa omg i saww jack nicholson's reaction to the foul earlier hahahaaa! that was hilariouss ,1
 I refer to the same thing as &quot;ego-searching&quot;... ,1
 thx..postbox luks cool n promising...nw trying it out ,1
" hahaha, you could be the next Hugh Jackman! ",1
how to tick people off  http://bit.ly/14aXf    ,1
"going camping tonight with all my mates, cannot wait ",1
"as soon as i get home,child of mine ",1
 very sex and the city ,1
i just figured out how to play one of my favorite disney love songs. record time! i am quite proud of myself! ,1
She is my Star.  I Love You    I am so happy. ,1
yay!!!! home beach later!!! ,1
 Yeah  Me  too  i love  all the harr potter movies  xx,1
" not tonight, sweetie ",1
RAWR!!! chillin. waiting to play some halo.  ,1
immensely looking forward to a day at the library tomorrow ,1
Goodmorning !! ,1
"going to bed :]  waking up,then off to camp ",1
 I still think that you guys should so a tour date in Scotland ,1
going to bed yay! when I wake up I get to go to school!  john Taylor was awesome on Jonas! I love you man!,1
 lol no problem my love....yeah I can't wait neither.....if u have aim....here hit me up @ MrCbellz03 ...... ,1
 Holla Holla chica!  Way to go ,1
OMG just fixed my laptop  so happy,1
 me and my friend paola will be listening for ya! ,1
This is a status update to twitter from ICE  Timestamp: Mon Jun 15 10:45:11 CEST 2009,1
 yea yea yea dont wanna hear it... ,1
 Yay! Okay na tweetdeck ko ,1
 Ditto to mallverine's original post! ,1
Listening to The Honorary Title and cleaning my room ,1
 i'm a huge fan cant wait for your new show. p.s why do you say bible all the time ,1
Making pancakes ,1
 I love it!!! ,1
 can't wait to watch your video blog. I'm just now starting to wade into it. But still feeling shy ,1
 Looking forward to meeting you  ,1
 ok but dont waste my GAS!!! &gt;=/. . . loooooove you  lol,1
Hershey here we come ,1
school is such a joke these days.. tomorrow is my first day of summer gym..which I will be taking online ,1
is playing rhythm heaven  thank you .,1
" It's always 9am so people can get their posts up  --- keep refreshing...or, wait 10 mins ",1
 thanks matey  hope your well x,1
 Hope your 'dragon voice' gets better soon..... ,1
" It was meant as a joke, of course. I'm fully aware of the email overload issue... ",1
is getting ready to go see carol  few errands to run at the PO then im off out! x,1
" Hey, did end up driving thru Jonesville on Friday - still looks the same! lol ",1
 Ah I see  Different strokes for different folks I guess. Also a lot depends on who you socialize with there.,1
m off... ,1
Immah buy Supernatural on DVD this week  Hopefully..,1
 What do you think is the best twitter tool? I like tweet later. http://www.tweetlater.com/86234.html ,1
 That unfortunately isn't surprising - any iCoonery details? ,1
 amaaaaaaaaaaaaaazeeeee! im kind of sad im not gonna spend my weds eves being pissed off royally! well done you big babe  X,1
 gnna back to us ,1
 better do the right thing and take care of  or els you're losing business!!!!,0
 I bet she can......Maybe you should follow her first...she's hardly on it though. Poor you  x,1
" Hi Hal, long time no *see*  hope you are well. (it's sweetcherrypop) I changed my name ",1
"Good morning, Chilling watching GMTV in bed. Cheryls horse had a foal this morning!!! ",1
yay twitterific is working again ,1
/// Goodmorning Twitter World. Good morning to ya'  Have a successful day everyone.,1
"I slept, woke up, need coffee, going to work..  have a good day...  ",1
 sounds like fun! ,1
"Also played some inFAMOUS today, finally, the review should be up shortly. But first impressions, I like it. ",1
" Nono, not late. I'm up now  Hehe. Gonna go play badminton with the family later ",1
sometimes i feel like i'm walking on air ,1
" Dude, Idk how to do that. :S Help ... call me !  Or no wait, me phone is off. Come on MSN ! :] And temme blabla ... Lol !",1
 excellent. And I shall haul out the coffee machine ,1
"gym, shower, shopping?, interview at 4 - call/text with plans for later ",1
 Hey Debbie &amp; good morning! Coming right up ,1
 IM the 4th one! ,1
"so is Taylor Swift taking home all four CMT awards on tuesday? Boy, I hope so! ",1
 nooo. i bet it aint to bad.once the vodka gets flowing.. ,1
reading twilight again... im not a psycho fan but i love the storyyyyyy.. will be watching teh movie for the 11th time again later  ,1
 yeahh ,1
I want to see Transformers 2 when it gets to theaters. I love the special effects in those type of movies. ,1
 pull yourself together .. try not to think about it .. ,1
 CSS-Edit. ,1
good morning  after a lovely soak in the bath..the revision starts AGAIN!!!..Roll on thursday for freeeeeeeedom ,1
 good morning Sarah! Hope you manage to get everything done  x,1
with  and  at school. we're coming up with tshirt designs for tshirt day ,1
is thinking that SW:TOR will consume all life when it is released. and still can't wait ,1
Loves Jesse McCartney  Best Album ever &quot;Departure&quot; n should be recognized more. There is no song on here that you wouldnt wanna listen to.,1
 hahaha yesss absolutely !  go lakers !,1
sick mad. i got heaps of pics from the formal but theyre shitty previews ,1
. I'm down whenever ,1
